CPT_CODE,CPT_LONG_DESCRIPTION,CPT_SHORT_DESCRIPTION
00100,"ANESTHESIA FOR PROCEDURES ON SALIVARY GLANDS, INCLUDING BIOPSY","ANESTH, SALIVARY GLAND"
00102,ANESTHESIA FOR PROCEDURES ON PLASTIC REPAIR OF CLEFT LIP,"ANESTH, REPAIR OF CLEFT LIP"
00103,"ANESTHESIA FOR RECONSTRUCTIVE PROCEDURES OF EYELID (EG, BLEPHAROPLASTY, PTOSIS SURGERY)","ANESTH, BLEPHAROPLASTY"
00104,ANESTHESIA FOR ELECTROCONVULSIVE THERAPY,"ANESTH, ELECTROSHOCK"
00120,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  NOT OTHERWISE SPECIFIED","ANESTH, EAR SURGERY"
00124,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  OTOSCOPY","ANESTH, EAR EXAM"
00126,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  TYMPANOTOMY","ANESTH, TYMPANOTOMY"
00140,ANESTHESIA FOR PROCEDURES ON EYE  NOT OTHERWISE SPECIFIED,"ANESTH, PROCEDURES ON EYE"
00142,ANESTHESIA FOR PROCEDURES ON EYE  LENS SURGERY,"ANESTH, LENS SURGERY"
00144,ANESTHESIA FOR PROCEDURES ON EYE  CORNEAL TRANSPLANT,"ANESTH, CORNEAL TRANSPLANT"
00145,ANESTHESIA FOR PROCEDURES ON EYE  VITREORETINAL SURGERY,"ANESTHES,VITREORETINAL SURGERY"
00147,ANESTHESIA FOR PROCEDURES ON EYE  IRIDECTOMY,"ANESTH, IRIDECTOMY"
00148,ANESTHESIA FOR PROCEDURES ON EYE  OPHTHALMOSCOPY,"ANESTH, EYE EXAM"
00160,ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES NOT OTHERWISE SPECIFIED,"ANESTH, NOSE/SINUS SURGERY"
00162,ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES RADICAL SURGERY,"ANESTH, NOSE/SINUS SURGERY"
00164,"ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES BIOPSY, SOFT TISSUE","ANESTH, BIOPSY OF NOSE"
00170,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY NOT OTHERWISE SPECIFIED","ANESTH, PROCEDURE ON MOUTH"
00172,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY REPAIR OF CLEFT PALATE","ANESTH, CLEFT PALATE REPAIR"
00174,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY EXCISION OF RETROPHARYNGEAL TUMOR","ANESTH, PHARYNGEAL SURGERY"
00176,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY RADICAL SURGERY","ANESTH, PHARYNGEAL SURGERY"
00190,ANESTHESIA FOR PROCEDURES ON FACIAL BONES OR SKULL NOT OTHERWISE SPECIFIED,"ANES,FACIAL BONE/SKULL NOS"
00192,ANESTHESIA FOR PROCEDURES ON FACIAL BONES OR SKULL RADICAL SURGERY (INCLUDING PROGNATHISM),"ANES,FACE BNE/SKULL RADCL SURG"
00210,ANESTHESIA FOR INTRACRANIAL PROCEDURES NOT OTHERWISE SPECIFIED,"ANESTH, OPEN HEAD SURGERY"
00212,ANESTHESIA FOR INTRACRANIAL PROCEDURES SUBDURAL TAPS,"ANESTH, SKULL DRAINAGE"
00214,"ANESTHESIA FOR INTRACRANIAL PROCEDURES BURR HOLES, INCLUDING VENTRICULOGRAPHY","ANESTH, SKULL DRAINAGE"
00215,"ANESTHESIA FOR INTRACRANIAL PROCEDURES CRANIOPLASTY OR ELEVATION OF DEPRESSED SKULL FRACTURE, EXTRADURAL (SIMPLE OR COMPOUND)","ANES INTRACRN CRANIOPLS,XTRADR"
00216,ANESTHESIA FOR INTRACRANIAL PROCEDURES VASCULAR PROCEDURES,"ANESTH, HEAD VESSEL SURGERY"
00218,ANESTHESIA FOR INTRACRANIAL PROCEDURES PROCEDURES IN SITTING POSITION,"ANESTH, SPECIAL HEAD SURGERY"
00220,ANESTHESIA FOR INTRACRANIAL PROCEDURES CEREBROSPINAL FLUID SHUNTING PROCEDURES,"ANESTH, INTRCRN NERVE"
00222,ANESTHESIA FOR INTRACRANIAL PROCEDURES ELECTROCOAGULATION OF INTRACRANIAL NERVE,"ANESTH, HEAD NERVE SURGERY"
00300,"ANESTHESIA FOR ALL PROCEDURES ON THE INTEGUMENTARY SYSTEM, MUSCLES AND NERVES OF HEAD, NECK, AND POSTERIOR TRUNK, NOT OTHERWISE SPECIFIED","ANESTH, HEAD/NECK/PTRUNK"
48547,DUODENAL EXCLUSION WITH GASTROJEJUNOSTOMY FOR PANCREATIC INJURY,DUODENAL EXCLUSION,
48550,"DONOR PANCREATECTOMY, WITH PREPARATION AND MAINTENANCE OF ALLOGRAFT FROM CADAVER DONOR, WITH OR WITHOUT DUODENAL SEGMENT FOR TRANSPLANTATION",DONOR PANCREATECTOMY,
48554,TRANSPLANTATION OF PANCREATIC ALLOGRAFT,TRANSPL ALLOGRAFT PANCREAS,
48556,REMOVAL OF TRANSPLANTED PANCREATIC ALLOGRAFT,"REMOVAL, ALLOGRAFT PANCREAS",
48999,"UNLISTED PROCEDURE, PANCREAS",PANCREAS SURGERY PROCEDURE,
49000,"EXPLORATORY LAPAROTOMY, EXPLORATORY CELIOTOMY WITH OR WITHOUT BIOPSY(S) (SEPARATE PROCEDURE)",EXPLORATION OF ABDOMEN
49002,REOPENING OF RECENT LAPAROTOMY,REOPENING OF ABDOMEN
49010,"EXPLORATION, RETROPERITONEAL AREA WITH OR WITHOUT BIOPSY(S) (SEPARATE PROCEDURE)",EXPLORATION BEHIND ABDOMEN
49020,"DRAINAGE OF PERITONEAL ABSCESS OR LOCALIZED PERITONITIS, EXCLUSIVE OF APPENDICEAL ABSCESS OPEN",DRAIN ABDOMINAL ABSCESS
49021,"DRAINAGE OF PERITONEAL ABSCESS OR LOCALIZED PERITONITIS, EXCLUSIVE OF APPENDICEAL ABSCESS PERCUTANEOUS",DRAIN ABDOMINAL ABSCESS
49040,DRAINAGE OF SUBDIAPHRAGMATIC OR SUBPHRENIC ABSCESS,"DRAIN, OPEN, ABDOM ABSCESS"
49041,DRAINAGE OF SUBDIAPHRAGMATICOR SUBPHRENIC ABSCESS PERCUTANEOUS,"DRAIN, PERCUT, ABDOM ABSCESS"
49060,DRAINAGE OF RETROPERITONEAL ABSCESS,"DRAIN, OPEN, RETROP ABSCESS"
49061,DRAINAGE OF RETROPERITONEAL ABSCESS PERCUTANEOUS,"DRAIN, PERCUT, RETROPER ABSC"
49062,"DRAINAGE OF EXTRAPERITONEAL LYMPHOCELE TO PERITONEAL CAVITY, OPEN",DRAIN TO PERITONEAL CAVITY
49080,"PERITONEOCENTESIS, ABDOMINAL PARACENTESIS, OR PERITONEAL LAVAGE (DIAGNOSTIC OR THERAPEUTIC) INITIAL","PUNCTURE, PERITONEAL CAVITY"
49081,"PERITONEOCENTESIS, ABDOMINAL PARACENTESIS, OR PERITONEAL LAVAGE (DIAGNOSTIC OR THERAPEUTIC) SUBSEQUENT",REMOVAL OF ABDOMINAL FLUID
49085,REMOVAL OF PERITONEAL FOREIGN BODY FROM PERITONEAL CAVITY,REMOVE ABDOMEN FOREIGN BODY
49180,"BIOPSY, ABDOMINAL OR RETROPERITONEAL MASS, PERCUTANEOUS NEEDLE","BIOPSY, ABDOMINAL MASS"
49200,"EXCISION OR DESTRUCTION, OPEN, INTRA-ABDOMINAL OR RETROPERITONEAL TUMORS OR CYSTS OR ENDOMETRIOMAS ",EXCIS INTRA-ABDM TMRS ENDOMETR
49201,"EXCISION OR DESTRUCTION, OPEN, INTRA-ABDOMINAL OR RETROPERITONEAL TUMORS OR CYSTS OR ENDOMETRIOMAS EXTENSIVE",EXCS INTRA-ABOM TMRS ENDO EXTE
49215,EXCISION OF PRESACRAL OR SACROCOCCYGEAL TUMOR,EXCISE SACRAL SPINE TUMOR,
49220,"STAGING LAPAROTOMY, HODGKINS DISEASE/LYMPHOMA (INCL SPLENECTOMY, NEEDLE/OPN BIOPSIES, BOTH LIVER LOBES, POSSIBLY ALSO REM, ABDOMINAL NODES, ABD","MULTIPLE SURGERY, ABDOMEN","NAL NODE &/ BONE MARROW BIOPSIES, OVARIAN REPOSITION)"
49250,"UMBILECTOMY, OMPHALECTOMY, EXCISION OF UMBILICUS (SEPARATE PROCEDURE)",EXCISION OF UMBILICUS,
49255,"OMENTECTOMY, EPIPLOECTOMY, RESECTION OF OMENTUM (SEPARATE PROCEDURE)",REMOVAL OF OMENTUM,
49320,"LAPAROSCOPY, ABDOMEN, PERITONEUM, AND OMENTUM, DIAGNOSTIC, WITH OR WITHOUT COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING (SEPARATE PROCEDURE","LAP,ABD/PERIT/OMEN,DX,WWO SPEC",
49321,"LAPAROSCOPY, SURGICAL WITH BIOPSY (SINGLE OR MULTIPLE)","LAPROSCPY,SRGL W BX(SNGL/MULT)",
49322,"LAPAROSCOPY, SURGICAL WITH ASPIRATION OF CAVITY OR CYST (EG, OVARIAN CYST) (SINGLE OR MULTIPLE)","LAPROSCPY,SRGL W ASPRAT,CAVITY",
49323,"LAPAROSCOPY, SURGICAL WITH DRAINAGE OF LYMPHOCELE TO PERITONEAL CAVITY","LAPROSCPY,SRGL W DRNGE,LYMPHCL",
49329,"UNLISTED LAPAROSCOPY PROCEDURE, ABDOMEN, PERITONEUM AND OMENTUM","LAPARO PROC, ABDM/PER/OMENT",
49400,INJECTION OF AIR OR CONTRAST INTO PERITONEAL CAVITY (SEPARATE PROCEDURE),AIR INJECTION INTO ABDOMEN,
49419,"INSERTION OF INTRAPERITONEAL CANNULA OR CATHETER, WITH SUBCUTANEOUS RESERVOIR, PERMANENT (IE, TOTALLY IMPLANTABLE)",INSRT ABDOM CATH FOR CHEMOTX,
49420,INSERTION OF INTRAPERITONEAL CANNULA OR CATHETER FOR DRAINAGE OR DIALYSIS TEMPORARY,INSERT ABDOMINAL DRAIN,
49421,INSERTION OF INTRAPERITONEAL CANNULA OR CATHETER FOR DRAINAGE OR DIALYSIS PERMANENT,INSERT ABDOMINAL DRAIN,
49422,REMOVAL OF PERMANENT INTRAPERITONEAL CANNULA OR CATHETER,REMOVE PERM CANNULA/CATHETER,
49423,EXCHANGE OF PREVIOUSLY PLACED ABSCESS OR CYST DRAINAGE CATHETER UNDER RADIOLOGICAL GUIDANCE (SEPARATE PROCEDURE),EXCHANGE DRAINAGE CATHETER,
49424,CONTRAST INJECTION FOR ASSESSMENT OF ABSCESS OR CYST VIA PREVIOUSLY PLACED DRAINAGE CATHETER OR TUBE (SEPARATE PROCEDURE),"ASSESS CYST, CONTRAST INJECT",
49425,INSERTION OF PERITONEAL-VENOUS SHUNT,INSERT ABDOMEN-VENOUS DRAIN,
49426,REVISION OF PERITONEAL-VENOUS SHUNT,REVISE ABDOMEN-VENOUS SHUNT,
49427,"INJECTION PROCEDURE (EG, CONTRAST MEDIA) FOR EVALUATION OF PREVIOUSLY PLACED PERITONEAL-VENOUS SHUNT","INJECTION, ABDOMINAL SHUNT",
49428,LIGATION OF PERITONEAL-VENOUS SHUNT,LIGATION OF SHUNT,
49429,REMOVAL OF PERITONEAL-VENOUS SHUNT,REMOVAL OF SHUNT,
49491,"REPAIR, INITIAL INGUINAL HERNIA, PRETERM INFANT (LESS THAN 37 WEEKS GESTATION AT BIRTH), PERFORMED FROM BIRTH UP TO 50 WEEKS POST-CONCEPTION AG",REPAIRING HERN PREMIE REDUC,WITH OR WITHOUT HYDROCELECTOMY REDUCIBLE
49492,"REPAIR, INITIAL INGUINAL HERNIA, PRETERM INFANT (LESS THAN 37 WEEKS GESTATION AT BIRTH), PERFORMED,BIRTH UP TO 50 WEEKS POST-CONCEPTION AGE, WI","RPR ING HERN PREMIE, BLOCKED",WITHOUT HYDROCELECTOMY INCARCERATED/STRANGULATED
49495,"REPAIR, INITIAL INGUINAL HERNIA, FULL TERM INFANT UNDER AGE 6 MONTHS,/PRETERM INFANT OVER 50 WEEKS POSTCONCEPTION AGE&UNDER AGE 6 MONTHS AT THE","RPR ING HERNIA BABY, REDUC","ME, SURGERY, WITH/WITHOUT HYDROCELECTOMY REDUCIBLE"
49496,"REPR, INT INGUIN HERNIA, FULL TERM INFANT UNDER AGE 6 MONTHS,/PRETERM INFANT OVER 50 WEEKS PSTCONCEPTUAL AGE&UNDER AGE 6 MONTHS AT THE TME, SX,","RPR ING HERNIA BABY, BLOCKED",O HYDROCELECTOMY INCARCERATED/STRANGULATED
49500,"REPAIR INITIAL INGUINAL HERNIA, AGE 6 MONTHS TO UNDER 5 YEARS, WITH OR WITHOUT HYDROCELECTOMY REDUCIBLE",REPAIR INGUINAL HERNIA,
49501,"REPAIR INITIAL INGUINAL HERNIA, AGE 6 MONTHS TO UNDER 5 YEARS, WITH OR WITHOUT HYDROCELECTOMY INCARCERATED OR STRANGULATED","REPAIR INGUINAL HERNIA, INIT",
49505,"REPAIR INITIAL INGUINAL HERNIA, AGE 5 YEARS OR OVER REDUCIBLE",REPAIR INGUINAL HERNIA,
49507,"REPAIR INITIAL INGUINAL HERNIA, AGE 5 YEARS OR OVER INCARCERATED OR STRANGULATED",REPAIR INGUINAL HERNIA,
49520,"REPAIR RECURRENT INGUINAL HERNIA, ANY AGE REDUCIBLE",REREPAIR INGUINAL HERNIA,
49521,"REPAIR RECURRENT INGUINAL HERNIA, ANY AGE INCARCERATED OR STRANGULATED","REPAIR INGUINAL HERNIA, REC",
49525,"REPAIR INGUINAL HERNIA, SLIDING, ANY AGE",REPAIR INGUINAL HERNIA,
49540,REPAIR LUMBAR HERNIA,REPAIR LUMBAR HERNIA,
49550,"REPAIR INITIAL FEMORAL HERNIA, ANY AGE REDUCIBLE",REPAIR FEMORAL HERNIA,
49553,"REPAIR INITIAL FEMORAL HERNIA, ANY AGE, REDUCIBLE INCARCERATED OR STRANGULATED","REPAIR FEMORAL HERNIA, INIT",
49555,REPAIR RECURRENT FEMORAL HERNIA REDUCIBLE,REPAIR FEMORAL HERNIA,
49557,REPAIR RECURRENT FEMORAL HERNIA INCARCERATED OR STRANGULATED,"REPAIR FEMORAL HERNIA, RECUR",
49560,REPAIR INITIAL INCISIONAL OR VENTRAL HERNIA REDUCIBLE,REPAIR ABDOMINAL HERNIA,
49561,REPAIR INITIAL INCISIONAL HERNIA INCARCERATED OR STRANGULATED,REPAIR INCISIONAL HERNIA,
49565,REPAIR RECURRENT INCISIONAL OR VENTRAL HERNIA REDUCIBLE,REREPAIR ABDOMINAL HERNIA,
49566,REPAIR RECURRENT INCISIONAL HERNIA INCARCERATED OR STRANGULATED,REPAIR INCISIONAL HERNIA,
49568,IMPLANTATION OF MESH OR OTHER PROSTHESIS FOR INCISIONAL OR VENTRAL HERNIA REPAIR (LIST SEPARATELY IN ADDITION TO CODE FOR THE INCISIONAL OR VEN,HERNIA REPAIR W/MESH,LHERNIA REPAIR)
49570,"REPAIR EPIGASTRIC HERNIA (EG, PREPERITONEAL FAT) REDUCIBLE (SEPARATE PROCEDURE)",REPAIR EPIGASTRIC HERNIA,
49572,"REPAIR EPIGASTRIC HERNIA (EG, PREPERITONEAL FAT) INCARCERATED OR STRANGULATED",REPAIR EPIGASTRIC HERNIA,
49580,"REPAIR UMBILICAL HERNIA, UNDER AGE 5 YEARS REDUCIBLE",REPAIR UMBILICAL HERNIA,
49582,"REPAIR UMBILICAL HERNIA, UNDER AGE 5 YEARS INCARCERATED OR STRANGULATED",REPAIR UMBILICAL HERNIA,
49585,"REPAIR UMBILICAL HERNIA, AGE 5 YEARS OR OVER REDUCIBLE",REPAIR UMBILICAL HERNIA,
49587,"REPAIR UMBILICAL HERNIA, AGE 5 YEARS OR OVER INCARCERATED OR STRANGULATED",REPAIR UMBILICAL HERNIA,
49590,REPAIR SPIGELIAN HERNIA,REPAIR ABDOMINAL HERNIA
49600,"REPAIR OF SMALL OMPHALOCELE, WITH PRIMARY CLOSURE",REPAIR UMBILICAL LESION
49605,REPAIR OF LARGE OMPHALOCELE OR GASTROSCHISIS WITH OR WITHOUT PROSTHESIS,REPAIR UMBILICAL LESION
49606,"REPAIR OF LARGE OMPHALOCELE OR GASTROSCHISIS WITH REMOVAL OF PROSTHESIS, FINAL REDUCTION AND CLOSURE, IN OPERATING ROOM",REPAIR UMBILICAL LESION
49610,REPAIR OF OMPHALOCELE (GROSS TYPE OPERATION) FIRST STAGE,REPAIR UMBILICAL LESION
49611,REPAIR OF OMPHALOCELE (GROSS TYPE OPERATION) SECOND STAGE,REPAIR UMBILICAL LESION
49650,"LAPAROSCOPY, SURGICAL REPAIR INITIAL INGUINAL HERNIA",LAPARO HERNIA REPAIR INITIAL
49651,"LAPAROSCOPY, SURGICAL REPAIR RECURRENT INGUINAL HERNIA",LAPARO HERNIA REPAIR RECUR
49659,"UNLISTED LAPAROSCOPY PROCEDURE, HERNIOPLASTY, HERNIORRHAPHY, HERNIOTOMY","LAPARO PROC, HERNIA REPAIR"
49900,"SUTURE, SECONDARY, OF ABDOMINAL WALL FOR EVISCERATION OR DEHISCENCE",REPAIR OF ABDOMINAL WALL
49904,"OMENTAL FLAP, EXTRA-ABDOMINAL (EG, FOR RECONSTRUCTION OF STERNAL AND CHEST WALL DEFECTS)","OMENTAL FLAP, EXTRA-ABDOM"
49905,"OMENTAL FLAP, INTRA-ABDOMINAL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","OMENTAL FLAP, INTRA-ABDOM"
49906,FREE OMENTAL FLAP WITH MICROVASCULAR ANASTOMOSIS,"FREE OMENTAL FLAP, MICROVASC"
49999,"UNLISTED PROCEDURE, ABDOMEN, PERITONEUM AND OMENTUM",ABDOMEN SURGERY PROCEDURE
50010,"RENAL EXPLORATION, NOT NECESSITATING OTHER SPECIFIC PROCEDURES",EXPLORATION OF KIDNEY
50020,DRAINAGE OF PERIRENAL OR RENAL ABSCESS (SEPARATE PROCEDURE),"RENAL ABSCESS, OPEN DRAIN"
50021,DRAINAGE OF PERIRENAL OR RENAL ABSCESS PERCUTANEOUS,"RENAL ABSCESS, PERCUT DRAIN"
50040,"NEPHROSTOMY, NEPHROTOMY WITH DRAINAGE",DRAINAGE OF KIDNEY
50045,"NEPHROTOMY, WITH EXPLORATION",EXPLORATION OF KIDNEY
50060,NEPHROLITHOTOMY REMOVAL OF CALCULUS,REMOVAL OF KIDNEY STONE
50065,NEPHROLITHOTOMY SECONDARY SURGICAL OPERATION FOR CALCULUS,INCISION OF KIDNEY
50070,NEPHROLITHOTOMY COMPLICATED BY CONGENITAL KIDNEY ABNORMALITY,INCISION OF KIDNEY
50075,NEPHROLITHOTOMY REMOVAL OF LARGE STAGHORN CALCULUS FILLING RENAL PELVIS AND CALYCES (INCLUDING ANATROPHIC PYELOLITHOTOMY),REMOVAL OF KIDNEY STONE
50080,"PERCUTANEOUS NEPHROSTOLITHOTOMY OR PYELOSTOLITHOTOMY, WITH OR WITHOUT DILATION, ENDOSCOPY, LITHOTRIPSY, STENTING OR BASKET EXTRACTION UP TO 2",REMOVAL OF KIDNEY STONE
50081,"PERCUTANEOUS NEPHROSTOLITHOTOMY OR PYELOSTOLITHOTOMY, WITH OR WITHOUT DILATION, ENDOSCOPY, LITHOTRIPSY, STENTING OR BASKET EXTRACTION OVER 2 C",REMOVAL OF KIDNEY STONE
50100,TRANSECTION OR REPOSITIONING OF ABERRANT RENAL VESSELS (SEPARATE PROCEDURE),REVISE KIDNEY BLOOD VESSELS
50120,PYELOTOMY WITH EXPLORATION,EXPLORATION OF KIDNEY
50125,"PYELOTOMY WITH DRAINAGE, PYELOSTOMY",EXPLORE AND DRAIN KIDNEY
50130,"PYELOTOMY WITH REMOVAL OF CALCULUS (PYELOLITHOTOMY, PELVIOLITHOTOMY, INCLUDING COAGULUM PYELOLITHOTOMY)",REMOVAL OF KIDNEY STONE
50135,"PYELOTOMY COMPLICATED (EG, SECONDARY OPERATION, CONGENITAL KIDNEY ABNORMALITY)",EXPLORATION OF KIDNEY
50200,"RENAL BIOPSY PERCUTANEOUS, BY TROCAR OR NEEDLE",BIOPSY OF KIDNEY
50205,RENAL BIOPSY BY SURGICAL EXPOSURE OF KIDNEY,BIOPSY OF KIDNEY
50220,"NEPHRECTOMY, INCLUDING PARTIAL URETERECTOMY, ANY OPEN APPROACH INCLUDING RIB RESECTION ","REMOVE KIDNEY, OPEN",
50225,"NEPHRECTOMY, INCLUDING PARTIAL URETERECTOMY, ANY OPEN APPROACH INCLUDING RIB RESECTION COMPLICATED BECAUSE OF PREVIOUS SURGERY ON SAME KIDNEY","REMOVAL KIDNEY OPEN, COMPLEX",
50230,"NEPHRECTOMY, INCLUDING PARTIAL URETERECTOMY, ANY OPEN APPROACH INCLUDING RIB RESECTION RADICA, WITH REGIONAL LYMPHADENECTOMY AND/OR VENA CAVAL","REMOVAL KIDNEY OPEN, RADICAL",ROMBECTOMY
50234,NEPHRECTOMY WITH TOTAL URETERECTOMY AND BLADDER CUFF THROUGH SAME INCISION,REMOVAL OF KIDNEY & URETER,
50236,NEPHRECTOMY WITH TOTAL URETERECTOMY AND BLADDER CUFF THROUGH SEPARATE INCISION,REMOVAL OF KIDNEY & URETER,
50240,"NEPHRECTOMY, PARTIAL",PARTIAL REMOVAL OF KIDNEY,
50280,EXCISION OR UNROOFING OF CYST(S) OF KIDNEY,REMOVAL OF KIDNEY LESION,
50290,EXCISION OF PERINEPHRIC CYST,REMOVAL OF KIDNEY LESION,
50300,"DONOR NEPHRECTOMY, WITH PREPARATION AND MAINTENANCE OF ALLOGRAFT, FROM CADAVER DONOR, UNILATERAL OR BILATERAL",REMOVAL OF DONOR KIDNEY,
50320,"DONOR NEPHRECTOMY, OPEN FROM LIVING DONOR (EXCLUDING PREPARATION AND MAINTENANCE OF ALLOGRAFT)",REMOVAL OF DONOR KIDNEY,
50340,RECIPIENT NEPHRECTOMY (SEPARATE PROCEDURE),REMOVAL OF KIDNEY,
50360,"RENAL ALLOTRANSPLANTATION, IMPLANTATION OF GRAFT EXCLUDING DONOR AND RECIPIENT NEPHRECTOMY",TRANSPLANTATION OF KIDNEY,
50365,"RENAL ALLOTRANSPLANTATION, IMPLANTATION OF GRAFT WITH RECIPIENT NEPHRECTOMY",TRANSPLANTATION OF KIDNEY,
50370,REMOVAL OF TRANSPLANTED RENAL ALLOGRAFT,REMOVE TRANSPLANTED KIDNEY,
50380,"RENAL AUTOTRANSPLANTATION, REIMPLANTATION OF KIDNEY",REIMPLANTATION OF KIDNEY,
50390,"ASPIRATION AND/OR INJECTION OF RENAL CYST OR PELVIS BY NEEDLE, PERCUTANEOUS",DRAINAGE OF KIDNEY LESION,
50392,"INTRODUCTION OF INTRACATHETER OR CATHETER INTO RENAL PELVIS FOR DRAINAGE AND/OR INJECTION, PERCUTANEOUS",INSERT KIDNEY DRAIN,
50393,"INTRODUCTION OF URETERAL CATHETER OR STENT INTO URETER THROUGH RENAL PELVIS FOR DRAINAGE AND/OR INJECTION, PERCUTANEOUS",INSERT URETERAL TUBE,
50394,"INJECTION PROCEDURE FOR PYELOGRAPHY (AS NEPHROSTOGRAM, PYELOSTOGRAM, ANTEGRADE PYELOURETEROGRAMS) THROUGH NEPHROSTOMY OR PYELOSTOMY TUBE, OR IN",INJECTION FOR KIDNEY X-RAY,LLING URETERAL CATHETER
50395,"INTRODUCTION OF GUIDE INTO RENAL PELVIS AND/OR URETER WITH DILATION TO ESTABLISH NEPHROSTOMY TRACT, PERCUTANEOUS",CREATE PASSAGE TO KIDNEY,
50396,"MANOMETRIC STUDIES THROUGH NEPHROSTOMY OR PYELOSTOMY TUBE, OR INDWELLING URETERAL CATHETER",MEASURE KIDNEY PRESSURE,
50398,CHANGE OF NEPHROSTOMY OR PYELOSTOMY TUBE,CHANGE KIDNEY TUBE,
50400,"PYELOPLASTY (FOLEY Y-PYELOPLASTY), PLASTIC OPERATION ON RENAL PELVIS, W W/O PLASTIC OPERATION ON URETER, NEPHROPEXY, NEPHROSTOMY, PYELOSTOMY, O",REVISION OF KIDNEY/URETER,RETERAL SPLINTING SIMPLE
50405,"PYELOPLASTY (FOLEY Y-PYELOPLASTY), PLASTIC OPERATION ON RENAL PELVIS, W W/O PLASTIC OPERATION ON URETER, NEPHROPEXY, NEPHROSTOMY, PYELOSTOMY, O",REVISION OF KIDNEY/URETER,RETERAL SPLINTING COMPLICATED (CONGENITAL)
50500,"NEPHRORRHAPHY, SUTURE OF KIDNEY WOUND OR INJURY",REPAIR OF KIDNEY WOUND,
50520,CLOSURE OF NEPHROCUTANEOUS OR PYELOCUTANEOUS FISTULA,CLOSE KIDNEY-SKIN FISTULA,
50525,"CLOSURE OF NEPHROVISCERAL FISTULA (EG, RENOCOLIC), INCLUDING VISCERAL REPAIR ABDOMINAL APPROACH",REPAIR RENAL-ABDOMEN FISTULA,
50526,"CLOSURE OF NEPHROVISCERAL FISTULA (EG, RENOCOLIC), INCLUDING VISCERAL REPAIR THORACIC APPROACH",REPAIR RENAL-ABDOMEN FISTULA,
50540,"SYMPHYSIOTOMY FOR HORSESHOE KIDNEY WITH OR WITHOUT PYELOPLASTY AND/OR OTHER PLASTIC PROCEDURE, UNILATERAL OR BILATERAL (ONE OPERATION)",REVISION OF HORSESHOE KIDNEY,
50541,"LAPAROSCOPY, SURGICAL ABLATION OF RENAL CYSTS",LAPARO ABLATE RENAL CYST,
50542,"LAPAROSCOPY, SURGICAL ABLATION OF RENAL MASS LESION(S)",LAPARO ABLATE RENAL MASS,
50543,"LAPAROSCOPY, SURGICAL PARTIAL NEPHRECTOMY","LAP, SURG PARTIAL NEPHRCT",
50544,"LAPAROSCOPY, SURGICAL PYELOPLASTY","LAPAROSCOPY, PYELOPLASTY",
50545,"LAPAROSCOPY, SURGICAL RADICAL NEPHRECTOMY (INCLUDES REMOVAL OF GEROTA'S FASCIA AND SURROUNDING FATTY TISSUE, REMOVAL OF REGIONAL LYMPH NODES,","LAPAROSCOP,SRG RAD NEPHRECTOMY",ADRENALECTOMY)
50546,"LAPAROSCOPY, SURGICAL NEPHRECTOMY, INCLUDING PARTIAL URETERECTOMY","LAPROSCPY,SRGL NEPHRECTMY,PART",
50547,"LAPAROSCOPY, SURGICAL DONOR NEPHRECTOMY FROM LIVING DONOR (EXCLUDING PREPARATION AND MAINTENANCE OF ALLOGRAFT)",LAPARO REMOVAL DONOR KIDNEY,
50548,"LAPAROSCOPY, SURGICAL NEPHRECTOMY WITH TOTAL URETERECTOMY","LAPROSCPY,SRGL NEPHRECTMY,TOTL",
50549,"UNLISTED LAPAROSCOPY PROCEDURE, RENAL","LAPAROSCOPE PROC, RENAL",
50551,"RENAL ENDOSCOPY THROUGH ESTABLISHED NEPHROSTOMY OR PYELOSTOMY, W W/O IRRIGATION, INSTILLATION, OR URETEROPYELOGRAPHY, EXCL OF RADIOLOGIC SERVIC",KIDNEY ENDOSCOPY,
50553,"RENAL ENDOSCOPY THROUGH ESTABLISHED NEPHROSTOMY OR PYELOSTOMY, W W/O IRRIGATION, INSTILLATION, OR URETEROPYELOGRAPHY, EXCL OF RADIOLOGIC SERVIC",KIDNEY ENDOSCOPY,"WITH URETERAL CATH, W W/O DILATION URETER"
